Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
Gold,Gonzo Imperial Porter,Flying Dog Brewery,Frederick,Weld,MD,Imperial Stout,2009,56
Gold,Reed’s Wee Heavy,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Scotch Ale,2009,37
Gold,Old Scrooge ‘98,Silver City Brewery,Silverdale,Cowley,WA,Old Ale or Strong Ale,2009,29
Gold,Old Inventory Barley Wine,Valley Brewing Co.,Stockton,Baldwin,CA,Barley Wine Style Ale,2009,54
Silver,Hamm’s,Miller Brewing Co.,Golden,Jefferson,CO,American-Style Cream Ale or Lager,2009,24
Silver,Shredders Wheat,Barley Brown’s Brew Pub,Baker City,Baker,OR,American-Style Wheat Beer,2009,19
Silver,Hefeweizen,Widmer Brothers Brewing,Portland,Ashley,OR,American-Style Wheat Beer With Yeast,2009,43
Silver,Magnolia’s Peach,BJ’s Restaurant & Brewery,Huntington Beach,Orange,CA,Fruit Beer or Field Beer,2009,104
Silver,Imperial Chocolate Stout,Rogue Ales,Newport,Jackson,OR,Herb and Spice or Chocolate Beer,2009,85
Silver,Overcast Espresso Stout,Oakshire Brewing,Eugene,Cole,OR,Coffee Flavored Beer,2009,45
Silver,Palo Santo Marron,Dogfish Head Brewery,Milton,Sussex,DE,Specialty Beer,2009,21
Silver,Blue Point Brewing Co. RastafaRye,Blue Point Brewing Co.,Patchogue,Suffolk,NY,Rye Beer,2009,21
Silver,George’s Fault,Nodding Head Brewing Co.,Philadelphia,Neshoba,PA,Specialty Honey Beer,2009,36
Silver,Firestone Xtra Pale,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Session Beer,2009,27
Silver,Winter Wheatwine,Rubicon Brewing Co.,Sacramento,Sacramento,CA,Other Strong Beer,2009,44
Silver,Bloody Beer,Shorts Brewing Co.,Bellaire,Sedgwick,MI,Experimental Beer,2009,32
Silver,Brooklyner-Schneider Hopfen-Weisse,Brooklyn Brewery,Brooklyn,Conecuh,NY,Out of Category – Traditionally Brewed Beer,2009,82
Silver,Redbridge,Anheuser-Busch Inc.,Saint Louis,Gratiot,MO,Gluten Free Beer,2009,10
Silver,The Crow and The Sparrow,Rock Bottom Brewery - Chicago,Chicago,Cook,IL,American-Belgo-Style Ale,2009,51
Silver,Raspberry Torte,Iron Hill Brewery & Restaurant,Wilmington,New Castle,DE,American-Style Sour Ale,2009,32
Silver,Red Woody,Goose Island Beer Co.,Chicago,Cook,IL,Wood- and Barrel-Aged Beer,2009,33
Silver,Barrel Aged Gonzo,Flying Dog Brewery,Frederick,Weld,MD,Wood- and Barrel-Aged Strong Beer,2009,110
Silver,Vlad the Imp Aler,Cascade Brewery Co. LLC,Portland,Ashley,OR,Wood- and Barrel-Aged Sour Beer,2009,45
Silver,St. Bob’s Imperial Stout,IL Vicino Brewing Co.,Albuquerque,Bernalillo,NM,Aged Beer,2009,32
Silver,Natural Born Keller,Devil’s Backbone Brewing Co.,Roseland,Sonoma,VA,Kellerbier/Zwickelbier,2009,27
Silver,Up In Smoke,Fat Head’s Brewery & Saloon,North Olmsted,Cuyahoga,OH,Smoked Beer,2009,43
Silver,OE800,Miller Brewing Co.,Golden,Jefferson,CO,International-Style Pilsener,2009,13
Silver,Pilsner,Chuckanut Brewery,Bellingham,Norfolk,WA,German-Style Pilsener,2009,48
Silver,Gordon Biersch Czech Pilsner,Gordon Biersch Brewery Restaurant Group,Broomfield,Broomfield,CO,Bohemian Style Pilsener,2009,39
Silver,Where the Helles Bill?,The SandLot,Denver,Denver,CO,Munich Style Helles,2009,31
Silver,Greenside Up,The SandLot,Denver,Denver,CO,Dortmunder or German-Style Oktoberfest,2009,20
Silver,Keystone Light,Coors Brewing Co.,Golden,Jefferson,CO,American Style Light Lager,2009,25
Silver,Miller High Life,Miller Brewing Co.,Golden,Jefferson,CO,American-Style Lager or Premium Lager,2009,34
Silver,Pre-Pro,Coors Brewing Co.,Golden,Jefferson,CO,American Style Specialty Lager,2009,23
Silver,Vienna Lager,Devil’s Backbone Brewing Co.,Roseland,Sonoma,VA,Vienna Style Lager,2009,25
Silver,Reines Marzen,Dry Dock Brewing Co.,Aurora,Adams,CO,German Style Märzen,2009,45
Silver,Killian’s Red,Coors Brewing Co.,Golden,Jefferson,CO,American Style Amber Lager,2009,45
Silver,Gordon Biersch Dunkles,Gordon Biersch Brewery Restaurant Group,Broomfield,Broomfield,CO,European Style Dunkel,2009,21
Silver,Roadrunner Red Lager,Thunder Canyon Brewery,Tucson,Pima,AZ,American-Style Dark Lager,2009,15
Silver,Schwarzbier,Chuckanut Brewery,Bellingham,Norfolk,WA,German Style Schwarzbier,2009,34
Silver,May Bock,Backcountry Brewery,Frisco,Summit,CO,Bock,2009,40
Silver,Samuel Adams Double Bock,Boston Beer Co.,Boston,Thomas,MA,German Style Doppelbock or Eisbock,2009,21
Silver,Danzig,Devil’s Backbone Brewing Co.,Roseland,Sonoma,VA,Baltic-Style Porter,2009,16
Silver,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Golden or Blonde Ale,2009,43
Silver,Clearwater Kolsch,Ram Restaurant & Brewery (2),Tacoma,La Plata,WA,German Style Kölsch,2009,43
Silver,Surfer’s Summer Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,English-Style Summer Ale,2009,33
Silver,Mirror Pond Pale Ale,Deschutes Brewery,Bend,Tehama,OR,Classic English Style Pale Ale,2009,33
Silver,IPA,Goose Island Beer Co.,Chicago,Cook,IL,English-Style India Pale Ale,2009,40
Silver,44 Pale Ale,Colorado Brewing Co./Draft House,Boulder,Boulder,CO,American Style Pale Ale,2009,108
Silver,Hopshot IPA,Beaver St. Brewery,Flagstaff,Coconino,AZ,American-Style Strong Pale Ale,2009,70
Silver,Sculpin IPA,Ballast Point Brewing Co,San Diego,San Diego,CA,American-Style India Pale Ale,2009,134
Silver,Denogginizer,Drake’s Brewing Co.,San Leandro,Alameda,CA,Imperial India Pale Ale,2009,77
Silver,Red Rock,Triple Rock Brewery and Alehouse,Berkeley,Alameda,CA,American Style Amber/Red Ale,2009,78
Silver,547 Haight - The Toronado San Francisco’s 20th Anniversary Imperial Red Ale,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Imperial Red Ale,2009,36
Silver,AK Session,Snake River Brewing,Jackson,Clarke,WY,English Style Mild Ale,2009,17
Silver,Cutthroat Pale Ale,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,Ordinary or Special Bitter,2009,45
Silver,Motorboat ESB,SweetWater Brewing Co.,Atlanta,Columbia,GA,Extra Special Bitter or Strong Bitter,2009,47
Silver,Kilt Lifter,Four Peaks Brewing Co.,Tempe,Maricopa,AZ,Scottish Style Ale,2009,29
Silver,Colorado Boy Irish,Colorado Boy Pub & Brewery,Ridgway,Ouray,CO,Irish Style Red Ale,2009,32
Silver,Buster Nut Brown,Ska Brewing Co.,Durango,La Plata,CO,English Style Brown Ale,2009,41
Silver,Cheyenne Cañon Ale,Bristol Brewing Co.,Colorado Springs,El Paso,CO,American Style Brown Ale,2009,43
Silver,Boca Alt,Brewzzi West Palm,West Palm Beach,Palm Beach,FL,German Style Altbier,2009,35
Silver,NBB Love,New Belgium Brewing Co. Inc.,Fort Collins,Larimer,CO,German-Style Sour Ale,2009,13
Silver,U-Boat Hefeweizen,Dry Dock Brewing Co.,Aurora,Adams,CO,South German Style Hefeweizen,2009,66
Silver,Weizenbock,The Covey Restaurant & Brewery,Fort Worth,Tarrant,TX,German-Style Wheat Ale,2009,38
Silver,Belgian White,Big Dog’s Brewing Co.,Las Vegas,Clark,NV,Belgian-Style Witbier,2009,53
Silver,Belgian Summer Ale,Great Adirondack Brewing Co.,Lake Placid,Highlands,NY,French- and Belgian Style Saison,2009,56
Silver,Demolition,Goose Island Beer Co.,Chicago,Cook,IL,Belgian and French-Style Ale,2009,41
Silver,Red Rock,Big Rock Chop House & Brewery,Birmingham,Jefferson,MI,American Style Amber/Red Ale,2009,78
Silver,Tripel,Allagash Brewing Co.,Portland,Ashley,ME,Belgian-Style Abbey Ale,2009,58
Silver,“100”,The Covey Restaurant & Brewery,Fort Worth,Tarrant,TX,Belgian Style Strong Specialty Ale,2009,70
Silver,Lazy Jake Porter,Long Valley Pub and Brewery,Long Valley,Morris,NJ,Brown Porter,2009,38
Silver,Mocha Porter,Rogue Ales,Newport,Jackson,OR,Robust Porter,2009,57
Silver,Three Steve Stout,Cambridge House Brew Pub,Torrington,Litchfield,CT,Classic Irish Style Dry Stout,2009,19
Silver,San Quentin’s Breakout Stout,Marin Brewing Co.,Larkspur,Marin,CA,Foreign Style Stout,2009,20
Silver,Troegs Dead Reckoning,Troegs Brewing Co.,Harrisburg,Poinsett,PA,American-Style Stout,2009,22
Silver,Cream Stout,Redwood Brewing Co.,Flint,Genesee,MI,Sweet Stout,2009,27
Silver,Oatmeal Stout,Morgan Territory Brewing,Antioch,Contra Costa,CA,Oatmeal Stout,2009,31
Silver,Yeti Imperial Stout,Great Divide Brewing Co.,Denver,Denver,CO,Imperial Stout,2009,56
Silver,BagPiper’s Scotch Ale,Fegley’s Allentown & Bethlehem Brew Works,Allentown,Santa Rosa,PA,Scotch Ale,2009,37
Silver,Outback X,Bend Brewing Co,Bend,Tehama,OR,Old Ale or Strong Ale,2009,29
Silver,Treblehook,Redhook Ales - Woodinville,Woodinville,King,WA,Barley Wine Style Ale,2009,54
Bronze,Red Dog,Miller Brewing Co.,Golden,Jefferson,CO,American-Style Cream Ale or Lager,2009,24
Bronze,Double Eagle Ale,Rockyard Brewing Co.,Castle Rock,Douglas,CO,American-Style Wheat Beer,2009,19
Bronze,UFO Hefeweizen,Harpoon Brewery,Boston,Thomas,MA,American-Style Wheat Beer With Yeast,2009,43
Bronze,Raspberry Tart,New Glarus Brewing Co,New Glarus,Green,WI,Fruit Beer or Field Beer,2009,104
Bronze,Rude Elf’s Reserve,Fegley’s Allentown & Bethlehem Brew Works,Allentown,Santa Rosa,PA,Herb and Spice or Chocolate Beer,2009,85
Bronze,Coffee Bender,Surly Brewing Co.,Brooklyn Center,Hennepin,MN,Coffee Flavored Beer,2009,45
Bronze,Drunken Angel,Rock Bottom Brewery - Chicago,Chicago,Cook,IL,Specialty Beer,2009,21
Bronze,Hoss,Great Divide Brewing Co.,Denver,Denver,CO,Rye Beer,2009,21
Bronze,Midas Touch,Dogfish Head Brewery,Milton,Sussex,DE,Specialty Honey Beer,2009,36
Bronze,Bam Biere,Jolly Pumpkin Artisan Ales,Dexter,Laurens,MI,Session Beer,2009,27
Bronze,FiftyFifty Imperial Stout,FiftyFifty Brewing Co.,Truckee,Nevada,CA,Other Strong Beer,2009,44
Bronze,Brabant,Avery Brewing Co.,Boulder,Boulder,CO,Experimental Beer,2009,32
Bronze,S1NIST0R Black Ale,10 Barrel Brewing Co.,Bend,Tehama,OR,Out of Category – Traditionally Brewed Beer,2009,82
Bronze,Celia IPA,The Alchemist,Waterbury,New Haven,VT,Gluten Free Beer,2009,10
Bronze,Temperance,Mountain Sun Pub and Brewery,Boulder,Boulder,CO,American-Belgo-Style Ale,2009,51
Bronze,Diamond Kings ‘09,Brugge Brasserie,Indianapolis,Marion,IN,American-Style Sour Ale,2009,32
Bronze,Red Brick Anniversary Ale 15,Red Brick-Atlanta Brewing Co.,Atlanta,Columbia,GA,Wood- and Barrel-Aged Beer,2009,33
Bronze,Duck-Rabbit Barrel Aged Baltic Porter,The Duck-Rabbit Craft Brewery Inc.,Farmville,Pitt,NC,Wood- and Barrel-Aged Strong Beer,2009,110
Bronze,Phruit Phunk,Nodding Head Brewing Co.,Philadelphia,Neshoba,PA,Wood- and Barrel-Aged Sour Beer,2009,45
Bronze,Winterfest 2008,Utah Brewers Co-op,Salt Lake City,Salt Lake,UT,Aged Beer,2009,32
Bronze,Red Rock Organic Zwickel Bier,Red Rock Brewing Co.,Salt Lake City,Salt Lake,UT,Kellerbier/Zwickelbier,2009,27
Bronze,Diesel Imperial Smoked Porter,21st Amendment Brewery,San Francisco,San Francisco,CA,Smoked Beer,2009,43
Bronze,Gold Mountain Pilsner,Silver City Brewery,Silverdale,Cowley,WA,International-Style Pilsener,2009,13
Bronze,Troegs Sunshine Pils,Troegs Brewing Co.,Harrisburg,Poinsett,PA,German-Style Pilsener,2009,48
Bronze,Bell’s Lager Beer,Bell’s Brewery Inc.,Galesburg,Knox,MI,Bohemian Style Pilsener,2009,39
Bronze,Gordon Biersch Golden Export,Gordon Biersch Brewery Restaurant Group,Broomfield,Broomfield,CO,Munich Style Helles,2009,31
Bronze,Capital Bavarian Lager,Capital Brewery Co. Inc.,Middleton,Canyon,WI,Dortmunder or German-Style Oktoberfest,2009,20
Bronze,Michelob Ultra,Anheuser-Busch Inc.,Saint Louis,Gratiot,MO,American Style Light Lager,2009,25
Bronze,Totally Naked,New Glarus Brewing Co,New Glarus,Green,WI,American-Style Lager or Premium Lager,2009,34
Bronze,Steel Reserve,Miller Brewing Co.,Golden,Jefferson,CO,American Style Specialty Lager,2009,23
Bronze,Clipper City Marzhon Vienna Lager,Clipper City Brewing Co.,Baltimore,Baltimore (city),MD,Vienna Style Lager,2009,25
Bronze,Rocktoberfest,Rock Bottom Brewery - Long Beach,Long Beach,Los Angeles,CA,German Style Märzen,2009,45
Bronze,Michelob Marzen,Michelob Brewing Co.,Saint Louis,Gratiot,MO,American Style Amber Lager,2009,45
Bronze,Dunkel,AC Golden Brewing Co.,Golden,Jefferson,CO,European Style Dunkel,2009,21
Bronze,Saranac Black Forest,Saranac/F.X. Matt Brewing Co.,Utica,LaSalle,NY,American-Style Dark Lager,2009,15
Bronze,Dark Helmet,Titletown Brewing Co.,Green Bay,Brown,WI,German Style Schwarzbier,2009,34
Bronze,Fornicator,Piece Brewery,Chicago,Cook,IL,Bock,2009,40
Bronze,Carbonator,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,German Style Doppelbock or Eisbock,2009,21
Bronze,Veles Baltic Porter,FireHouse Grill & Brewery,Sunnyvale,Santa Clara,CA,Baltic-Style Porter,2009,16
Bronze,Red Rock Blonde Ale,Red Rock Brewing Co.,Salt Lake City,Salt Lake,UT,Golden or Blonde Ale,2009,43
Bronze,Stoudts Kolsch,Stoudt Brewing Co.,Adamstown,Frederick,PA,German Style Kölsch,2009,43
Bronze,True Blonde Ale,Ska Brewing Co.,Durango,La Plata,CO,English-Style Summer Ale,2009,33
Bronze,Hopfish,Flying Fish Brewing Co.,Cherry Hill,Will,NJ,Classic English Style Pale Ale,2009,33
Bronze,Brewer’s Alley India Pale Ale,Brewer’s Alley Restaurant and Brewery,Frederick,Weld,MD,English-Style India Pale Ale,2009,40
Bronze,Tumble Off Pale Ale,Barley Brown’s Brew Pub,Baker City,Baker,OR,American Style Pale Ale,2009,108
Bronze,IPA Nectar,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American-Style Strong Pale Ale,2009,70
Bronze,Blind Pig IPA,Russian River Brewing Co.,Santa Rosa,Pima,CA,American-Style India Pale Ale,2009,134
Bronze,Hip Hop Double IPA,Hollister Brewing Co.,Goleta,Santa Barbara,CA,Imperial India Pale Ale,2009,77
Bronze,Hop Head Red,Green Flash Brewing Co.,Vista,San Diego,CA,American Style Amber/Red Ale,2009,78
Bronze,Organic Deranger Imperial Red,Laurelwood Brewing Co.,Portland,Ashley,OR,Imperial Red Ale,2009,36
Bronze,Coyote Moon,Snipes Mountain Brewing Inc.,Sunnyside,Hoonah-Angoon,WA,English Style Mild Ale,2009,17
Bronze,Numbers Ale,Red Brick-Atlanta Brewing Co.,Atlanta,Columbia,GA,Ordinary or Special Bitter,2009,45
Bronze,Colorado Boy IPA,Colorado Boy Pub & Brewery,Ridgway,Ouray,CO,Extra Special Bitter or Strong Bitter,2009,47
Bronze,Cold Smoke Scotch Ale,Kettlehouse Brewing Co.,Missoula,Missoula,MT,Scottish Style Ale,2009,29
Bronze,Saranac Irish Red Ale,Saranac/F.X. Matt Brewing Co.,Utica,LaSalle,NY,Irish Style Red Ale,2009,32
Bronze,Good Grief Brown,Pizza Port Carlsbad,Carlsbad,San Diego,CA,English Style Brown Ale,2009,41
Bronze,Great American Brown,Pizza Port Carlsbad,Carlsbad,San Diego,CA,American Style Brown Ale,2009,43
Bronze,Gordon Biersch Alt Bier,Gordon Biersch Brewery Restaurant Group,Broomfield,Broomfield,CO,German Style Altbier,2009,35
Bronze,Bad Kitty,Brugge Brasserie,Indianapolis,Marion,IN,German-Style Sour Ale,2009,13
Bronze,Wiezen,Redhook Ales - Portsmouth,Portsmouth,Shelby,NH,South German Style Hefeweizen,2009,66
Bronze,Upslope Dunkel Weizen,Upslope Brewing Co.,Boulder,Boulder,CO,German-Style Wheat Ale,2009,38
Bronze,Wits End,Great American Restaurants,Centreville,Bibb,VA,Belgian-Style Witbier,2009,53
Bronze,Saison Du Bastone,Bastone Brewery,Royal Oak,Talbot,MI,French- and Belgian Style Saison,2009,56
Bronze,Collaborative Evil-Sacramento,Sacramento Brewing Co.,Sacramento,Sacramento,CA,Belgian and French-Style Ale,2009,41
Bronze,Supplication,Russian River Brewing Co.,Santa Rosa,Pima,CA,Belgian-Style Lambic or Sour Ale,2009,29
Bronze,Deschutes Brewery Quad,Deschutes Brewery,Bend,Tehama,OR,Belgian-Style Abbey Ale,2009,58
Bronze,Father Damien Abbey Ale,Maui Brewing Co.,Lahaina,Maui,HI,Belgian Style Strong Specialty Ale,2009,70
Bronze,Black Butte Porter,Deschutes Brewery,Bend,Tehama,OR,Brown Porter,2009,38
Bronze,Pirate’s Porter,Sullivan’s Black Forest Brew Haus & Grill,Frankenmuth,Saginaw,MI,Robust Porter,2009,57
Bronze,Pub Dog Black Dog Stout,DOG Brewing Co.,Westminster,Orange,MD,Classic Irish Style Dry Stout,2009,19
Bronze,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,Highlands,NY,Foreign Style Stout,2009,20
Bronze,Stonefly Oatmeal Stout,Third Street Aleworks,Santa Rosa,Pima,CA,American-Style Stout,2009,22
Bronze,Steel Toe Stout,Ska Brewing Co.,Durango,La Plata,CO,Sweet Stout,2009,27
Bronze,Sleeping Dog Stout,Chama River Brewing Co.,Albuquerque,Bernalillo,NM,Oatmeal Stout,2009,31
Bronze,Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,Forsyth,NC,Imperial Stout,2009,56
Bronze,MacPelican’s Wee Heavy Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Scotch Ale,2009,37
Bronze,4th Dementia Old Ale,Kuhnhenn Brewing Co.,Warren,Bradley,MI,Old Ale or Strong Ale,2009,29
Bronze,Old Ruffian Barley Wine,Great Divide Brewing Co.,Denver,Denver,CO,Barley Wine Style Ale,2009,54
Gold,Sandy Bottom,Blue Mountain Brewery,Afton,San Bernardino,VA,American-Style Wheat Beer,2010,23
Gold,Point Horizon Wheat,Stevens Point Brewery,Stevens Point,Portage,WI,American-Style Wheat Beer With Yeast,2010,43
Gold,Chardonnay Blonde,Blue Moon Brewing Co.,Denver,Denver,CO,Fruit Beer,2010,75
Gold,Frog’s Hollow Double Pumpkin Ale,Hoppin’ Frog Brewing Co.,Akron,Hale,OH,Field Beer,2010,28
Gold,Rosemary Swamp Fox,Moon River Brewing Co.,Savannah,Chatham,GA,Herb and Spice or Chocolate Beer,2010,91
Gold,Baltic Coffee,Devils Backbone Brewing Co.,Roseland,Sonoma,VA,Coffee Flavored Beer,2010,52
Gold,Belipago,Jolly Pumpkin Artisan Ales,Dexter,Laurens,MI,Specialty Beer,2010,23
Gold,BMB Rye IPA,Black Market Brewing Co.,Temecula,Riverside,CA,Rye Beer,2010,32
Gold,Blue Moon Summer Honey Wheat Ale,Blue Moon Brewing Co.,Denver,Denver,CO,Specialty Honey Beer,2010,24
Gold,Squatters Wit,Utah Brewers Cooperative,Salt Lake City,Salt Lake,UT,Session Beer,2010,30
Gold,Sierra 30 Jack and Ken’s Ale,Sierra Nevada Brewing Co.,Chico,Butte,CA,Other Strong Beer,2010,48
Gold,Key Lime Pie,Short’s Brewing Co.,Bellaire,Sedgwick,MI,Experimental Beer,2010,43
Gold,Fathom IPL,Ballast Point Brewing Co.,San Diego,San Diego,CA,Out of Category – Traditionally Brewed Beer,2010,66
Gold,Celia Pale Ale,The Alchemist,Waterbury,New Haven,VT,Gluten Free Beer,2010,13
Gold,Ryevalry,Bear Republic Factory Five,Cloverdale,Lauderdale,CA,American-Belgo-Style Ale,2010,47
Gold,Brute,Ithaca Beer Co.,Ithaca,Gratiot,NY,American-Style Sour Ale,2010,39
Gold,Velvet Merkin (100% Barrel Aged),Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Wood- and Barrel-Aged Beer,2010,32
Gold,Barrel Aged Big Island,Island Brewing Co.,Carpinteria,Santa Barbara,CA,Wood- and Barrel-Aged Strong Beer,2010,77
Gold,Bourbon Barrel Aged Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,Forsyth,NC,Wood- and Barrel-Aged Strong Stout,2010,34
Gold,Le Serpent Cerise,Snake River Brewing,Jackson,Clarke,WY,Wood- and Barrel-Aged Sour Beer,2010,54
Gold,John Barleycorn Barleywine ‘06,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Aged Beer,2010,30
Gold,Kolsch,Hale’s Ales,Seattle,King,WA,Kellerbier/Zwickelbier,2010,24
Gold,Alaskan Smoked Porter 2009,Alaskan Brewing Co.,Juneau,Juneau,AK,Smoked Beer,2010,38
Gold,Gold Leaf Lager,Devils Backbone Brewing Co.,Roseland,Sonoma,VA,American-Style or International-Style Pilsener,2010,27
Gold,Trumer Pils,Trumer Brauerei Berkeley,Berkeley,Alameda,CA,German-Style Pilsener,2010,48
Gold,Boathouse Pilsner,Titletown Brewing Co.,Green Bay,Brown,WI,Bohemian-Style Pilsener,2010,42
Gold,What in the Helles?,Steamworks Brewing Co,Durango,La Plata,CO,Munich-Style Helles,2010,42
Gold,Summerbrau,Utah Brewers Cooperative,Salt Lake City,Salt Lake,UT,Dortmunder or German-Style Oktoberfest,2010,21
Gold,Miller Lite,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American-Style Lager or Light Lager,2010,53
Gold,Hamm’s,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American-Style Specialty Lager or Cream Ale,2010,42
Gold,Chuckanut Vienna Lager,Chuckanut Brewery,Bellingham,Norfolk,WA,Vienna-Style Lager,2010,35
Gold,Flor Hosen,The Sandlot,Denver,Denver,CO,German-Style Märzen,2010,41
Gold,Manana,Del Norte Brewing Co.,Denver,Denver,CO,American-Style Amber Lager,2010,39
Gold,Dunkel,AC Golden,Golden,Jefferson,CO,European-Style Dunkel,2010,19
Gold,Michelob AmberBock,Michelob Brewing Co.,Saint Louis,Gratiot,MO,American-Style Dark Lager,2010,20
Gold,Redrock Black Bier,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,German-Style Schwarzbier,2010,31
Gold,Hellats Good Beer,Pug Ryans Brewery,Dillon,Summit,CO,Bock,2010,36
Gold,Carbonator,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,German-Style Doppelbock or Eisbock,2010,25
Gold,3 Dog Night,Chama River Brewing Co.,Albuquerque,Bernalillo,NM,Baltic-Style Porter,2010,21
Gold,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Golden or Blonde Ale,2010,55
Gold,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,German-Style Kölsch,2010,46
Gold,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,Cook,IL,English-Style Summer Ale,2010,35
Gold,Mirror Pond Pale Ale,Deschutes Brewery,Bend,Tehama,OR,Classic English-Style Pale Ale,2010,29
Gold,Beech Street Bitter,Pizza Port Carlsbad,Carlsbad,San Diego,CA,English-Style India Pale Ale,2010,32
Gold,Mission Street Pale,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American-Style Pale Ale,2010,109
Gold,Himalayan IPA,Yak and Yeti Brewpub,Arvada,Jefferson,CO,American-Style Strong Pale Ale,2010,84
Gold,“Pseudo” IPA,Pizza Port San Clemente,San Clemente,Orange,CA,American-Style India Pale Ale,2010,142
Gold,Doheny Double IPA,Pizza Port San Clemente,San Clemente,Orange,CA,Imperial India Pale Ale,2010,97
Gold,Red Nectar,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American-Style Amber/Red Ale,2010,83
Gold,Lumberyard Imperial Red,Lumberyard Brewing Co.,Flagstaff,Coconino,AZ,Imperial Red Ale,2010,43
Gold,Business Time Mild,Boulder Beer Co.,Boulder,Boulder,CO,English-Style Mild Ale,2010,27
Gold,Rio Blanco Pale Ale,Real Ale Brewing Co.,Blanco,San Juan,TX,Ordinary or Special Bitter,2010,47
Gold,GAR Pale Ale,Great American Restaurants,Centreville,Bibb,VA,Extra Special Bitter or Strong Bitter,2010,42
Gold,Highland Courage,Rock Bottom Breweries,Louisville,Barbour,CO,Scottish-Style Ale,2010,22
Gold,Red Trolley Ale,Karl Strauss Brewing Co.,San Diego,San Diego,CA,Irish-Style Red Ale,2010,23
Gold,Old Elk Brown Ale,Rock Bottom Breweries,Louisville,Barbour,CO,English-Style Brown Ale,2010,46
Gold,Sweet Josie,LoneRider Brewing Co.,Raleigh,Levy,NC,American-Style Brown Ale,2010,47
Gold,Turmoil,Barley Brown’s Brew Pub,Baker City,Baker,OR,American-Style India Black Ale,2010,53
Gold,GestAlt,Haverhill Brewery,Haverhill,Palm Beach,MA,German-Style Altbier,2010,37
Gold,Berliner Weisse,Snake River Brewing,Jackson,Clarke,WY,German-Style Sour Ale,2010,23
Gold,Stoudts Heifer In Wheat,Stoudt Brewing Co.,Adamstown,Frederick,PA,South German-Style Hefeweizen,2010,65
Gold,Hefelightzen,BJ’s Restaurant & Brewery,Huntington Beach,Orange,CA,German-Style Wheat Ale,2010,29
Gold,TAPS Belgian White,TAPS Fish House & Brewery,Brea,Orange,CA,Belgian-Style Witbier,2010,45
Gold,Saison Vautour,McKenzie Brew House,Malvern,Geneva,PA,French- and Belgian-Style Saison,2010,52
Gold,Allagash Blonde,Allagash Brewing Co.,Portland,Ashley,ME,Belgian- and French-Style Ale,2010,46
Gold,Oude Tart,The Bruery,Placentia,Orange,CA,Belgian-Style Lambic or Sour Ale,2010,33
Gold,Nectar Des Dieux,Bastone Brewery,Royal Oak,Talbot,MI,Belgian-Style Abbey Ale,2010,76
Gold,Revelations,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Belgian-Style Strong Specialty Ale,2010,54
Gold,Total Disorder Porter,Ram Production Brewery,Tacoma,La Plata,WA,Brown Porter,2010,33
Gold,Pig Iron Porter,Iron Hill Brewery & Restaurant,Wilmington,New Castle,DE,Robust Porter,2010,53
Gold,Hyde Park Stout,Augusta Brewing Co.,Washington,Hempstead,MO,Classic Irish-Style Dry Stout,2010,23
Gold,Fade to Black,Left Hand Brewing Co.,Longmont,Boulder,CO,Foreign-Style Stout,2010,33
Gold,Liberty Stout,Gella’s Diner and Lb. Brewing Co.,Hays,Ellis,KS,American-Style Stout,2010,27
Gold,Kickstart Stout,Barley Brothers Brewery & Grill,Lake Havasu City,Mohave,AZ,Sweet Stout,2010,29
Gold,Backside Stout,Steamworks Brewing Co.,Durango,La Plata,CO,Oatmeal Stout,2010,39
Gold,Russian Imperial Stout,Iron Hill Brewery & Restaurant,Wilmington,New Castle,DE,Imperial Stout,2010,50
Gold,Reed’s Wee Heavy,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Scotch Ale,2010,34
Gold,Fourth Dementia Olde Ale,Kuhnhenn Brewing Co.,Warren,Bradley,MI,Old Ale or Strong Ale,2010,38
